otc_id,nfl_player_id,esbid,gsis_id,gsis_it_id,pff_id
2268,2539256,DOB744752,00-0030540,40007,7840
2269,2539653,ALF657259,00-0030528,40008,7841
2270,2539938,EDW579603,00-0030488,40090,7924
2271,2540236,POW566907,00-0030118,40179,8014
2272,2539308,BAR192558,00-0030533,40046,7880
2273,2539193,JOH553177,00-0030508,40047,7881
2274,2541310,,00-0030387,40095,7929
2275,2540267,SAN498310,00-0030550,40049,7883
2276,,,,,
2277,2539319,,00-0030503,40051,7885
2278,2539637,STU678742,00-0030390,40114,7948
2279,2539269,,00-0030073,40053,7887
2280,2539311,,00-0030421,40000,7833
2281,2540199,SIM380329,00-0030487,40086,7920
2282,2539329,,00-0030455,39960,7795
2283,2539961,NAS738294,00-0030586,40058,7892
2284,,,00-0026677,34896,5313
2285,,,00-0030568,40060,7894
2286,,JON075575,00-0030534,40061,7895
2287,2539338,WEB094382,00-0030403,40062,7896
2288,2539287,JON565403,00-0030524,40063,7897
2289,2539242,WAT147534,00-0030504,40064,7898
2291,,,00-0030103,40140,7973
2292,2541315,,00-0030104,40141,7974
2293,,,00-0030081,40085,7919
2294,,,00-0030405,40103,7937
2295,2539263,BOY228358,00-0030093,40115,7949
2296,2539215,GOO462374,00-0030424,40075,7909
2297,2539280,,00-0030442,40077,7911
2298,2540230,JUS812736,00-0029892,40078,7912
2299,,,00-0030497,40079,7913
2300,2539304,TAY170559,00-0030079,40080,7914
2301,2540203,,00-0030443,40081,7915
2302,2539229,COM283885,00-0030462,40082,7916
2303,2539260,ROB399206,00-0030547,40083,7917
2304,2539941,HOL293630,00-0030102,40133,7966
2305,2539944,HUG545058,00-0030082,40087,7921
2306,2539217,ELL164917,00-0030287,40135,7968
2307,2541140,CAT095568,00-0030109,40155,7989
2308,2540228,,00-0030067,40023,7856
2309,2540207,WIL529278,00-0030283,40093,7927
2310,2539247,,,40020,7853
2311,2540176,,00-0030386,40074,7908
2312,2539982,,00-0030463,40096,7930
2313,2539989,MCG092837,00-0030535,40097,7931
2314,2539258,,00-0030394,40182,8017
2315,2541309,MEE559720,00-0030084,40091,7925
2316,2540162,,00-0030411,40031,7864
2317,,,00-0030406,40144,7977
2318,,,00-0030125,40194,8029
2319,,,,,
2320,2539240,,00-0030090,40107,7941
2321,2540273,STA100025,00-0030536,40108,7942
2322,2541432,,00-0030128,40201,8036
2323,2539226,JEN166273,00-0030284,40110,7944
2324,,,00-0026316,33257,4490
2325,,,00-0029897,40195,8030
2326,,EVA426405,00-0030557,40117,7951
2327,2539248,WAR399800,00-0030065,40013,7846
2328,2540233,KAS005766,00-0030512,40120,7954
2329,2541408,JON162611,00-0030106,40146,7979
2330,2541312,KUS182145,00-0030094,40118,7952
2331,,JOH057980,00-0030126,40199,8034
2332,2539934,WIL544726,00-0030286,40127,7960
2333,2541429,DAN454194,00-0030120,40185,8020
2334,2541161,,00-0030513,40129,7962
2335,2539320,VAC079101,00-0030060,39961,7796
2336,2539995,RIV251717,00-0030514,40132,7965
2337,2540317,TAY122887,00-0030087,40100,7934
2338,1974,DEM600703,00-0026257,33198,4431
2339,,,,,66440
2340,2539202,GRA108585,00-0030049,40170,8004
2341,2540201,SPE410844,00-0030402,40048,7882
2342,2539265,,00-0030288,40138,7971
2343,2539234,RAM021629,00-0030289,40139,7972
2344,2539326,FRA476647,00-0030078,40073,7907
2345,,,00-0022753,29044,1812
2346,,,00-0030105,40143,7976
2347,2540011,,00-0030404,40102,7936
2348,,POR596464,00-0030281,40066,7900
2349,2539301,QUE597984,00-0030097,40124,7957
2350,2539932,TAY294506,00-0030484,40002,7835
2351,,,00-0029894,40148,7981
2352,2539285,MCG197653,00-0030515,40153,7987
2353,2540221,WIL554116,00-0030434,40154,7988
2354,2539978,,00-0030064,39998,7831
2355,2541204,,00-0030435,40156,7990
2356,2541388,BUT116760,00-0030516,40157,7991
2357,2540286,MCC241537,00-0030451,40158,7992
2358,2540288,SLA746089,00-0030062,39984,7817
2359,,PAI712400,00-0030096,40121,7955
2360,2539294,MAU699924,00-0030392,40161,7995
2361,,,00-0030408,40162,7996
2362,,FRA016926,00-0030122,40188,8023
2363,2540278,BRY213205,00-0030553,40165,7999
2364,2539315,TAY700784,00-0030282,40088,7922
2365,2541389,SEY697400,00-0030115,40168,8002
2366,,,00-0030292,40169,8003
2367,2539232,WAS177649,00-0030048,40136,7969
2368,2541479,,00-0030500,40171,8006
2369,2540292,TRE768289,00-0030076,40070,7904
2370,2539250,PAT721549,00-0030450,40076,7910
2371,,,,,
2372,,,,,
2373,,,00-0030407,40152,7986
2374,2539293,HOD406062,00-0030385,40068,7902
2375,,HOL599656,00-0030075,40069,7903
2376,2553652,,00-0030077,40071,7905
2377,2540183,,00-0030074,40057,7891
2378,2540277,BAS384856,00-0030517,40181,8016
2379,2540171,RAN334748,00-0030388,40099,7933
2380,,MCK582010,00-0021383,27137,1015
2381,2541159,,00-0029895,40151,7985
2382,2539337,SMI577680,00-0030086,40094,7928
2383,2539235,KIN640376,00-0030091,40109,7943
2384,2539292,,00-0030072,40035,7868
2385,,BOW333322,00-0030490,40190,8025
2386,2539937,THO379701,00-0030412,40059,7893
2387,2539931,,00-0030059,39951,8094
2388,2540282,MOO014418,00-0030100,40128,7961
2389,2540168,LAC702361,00-0030485,40009,7842
2390,2540263,,00-0030569,40197,8032
2391,2540190,JEN270812,00-0030384,40052,7886
2392,2540138,MOO240793,00-0030069,40029,7862
2393,2539960,DIA336966,00-0030088,40105,7939
2394,2539649,THO777451,00-0030071,40034,7867
2395,,,,,
2396,2540257,,00-0030129,40202,8037
2397,2541147,JOH105729,00-0030113,40164,7998
2398,2541390,DOR658637,00-0030116,40172,8007
2399,2540280,BAR653446,00-0030119,40180,8015
2400,2541316,,00-0030108,40149,7982
2401,2541202,COO646420,00-0030127,40200,8035
2402,,,00-0030123,40189,8024
2403,,,,,
2404,2539203,,00-0030290,40145,7978
2405,,,00-0026981,34455,4927
2406,,,,40721,8502
2407,,,,,
2408,2495646,,00-0025539,32345,3768
2409,,,00-0028848,38788,7237
2410,1037847,,00-0027779,35619,5703
2411,,,,38837,8588
2412,,,00-0029331,39234,7756
2413,2506085,,00-0028123,37260,6337
2414,2540212,MAP697687,00-0030425,40101,7935
2415,2541431,ISH415291,00-0030427,40191,8026
2416,2539669,MOT727654,00-0030428,40192,8027
2417,2539667,,00-0030423,40067,7901
2418,2540200,SIM687398,00-0030422,40054,7888
2419,,FRE119107,00-0025509,32315,3738
2420,,,,,
2421,,,00-0030429,40846,8221
2422,2531081,,00-0028742,38211,6852
2423,,,00-0023060,30184,2681
2424,,,00-0030436,40849,8531
2425,,,00-0026658,34877,5302
2426,2540928,,00-0029738,39907,8549
2427,2505016,FRE417537,00-0021146,27141,1019
2428,2540169,WOO561144,00-0030431,39989,7822
2429,2539663,GIL667064,00-0030433,40112,7946
2430,2539322,MIC066214,00-0030432,40010,7843
2431,,,00-0030444,40123,7956
2432,2539933,,,39966,7801
2433,,,00-0030447,40857,8421
2434,,,00-0035681,47882,51282
2435,,,00-0030445,40854,8300
2436,,,,,
2437,,,00-0025450,32256,3679
2438,2503797,WOO661523,00-0018227,23449,330
2439,,,00-0030018,40471,8467
2440,,,00-0030454,40866,8150
2441,,,00-0029552,38765,7219
2442,,,00-0030453,40865,8266
2443,,,00-0029335,39238,7480
2444,,,00-0029007,38954,7335
2445,2508004,,00-0027539,36060,6013
2446,2539291,WHE120992,00-0030460,40027,7860
2447,,,00-0030464,40098,7932
2448,2541314,,00-0030466,40134,7967
2450,2540180,MAT195206,00-0030459,40017,7850
2451,2539239,BUC168012,00-0030475,40174,8009
2452,2540215,,00-0030470,40003,7836
2453,2539262,BAN557808,00-0030469,39991,7824
2454,2540160,REE302847,00-0030472,40033,7866
2455,,,00-0029197,39180,7454
2456,,,00-0030482,40881,8372
2457,,,00-0030204,40664,9395
2458,,,00-0026700,34919,5329
2459,,,00-0026274,33215,4448
2460,,,00-0030489,40150,7984
2461,2539266,STA130953,00-0030491,40196,8031
2462,2530763,,00-0028581,38061,6997
2463,,,00-0028187,37324,6401
2464,,OWE687716,00-0024103,31163,3452
2465,,,,40899,8447
2466,496899,,00-0027499,36020,5986
2467,,,00-0030493,40896,8253
2468,2495922,,00-0024463,31064,3194
2469,,,,,
2470,2539662,MCC670331,00-0029799,40253,8159
2471,2540269,AND163330,00-0029854,40311,8101
2472,2541196,,00-0030024,40477,8508
2473,2540197,,00-0030041,40494,8483
2474,,CHA600649,00-0030132,40565,8387
2475,2541534,,00-0029791,40244,8067
2477,2506291,VEN263361,00-0023316,30477,2824
2478,2541627,MCD193795,00-0029879,40336,8476
2479,,,,40479,8424
2480,,,00-0029964,40417,8079
2481,,,00-0030025,40478,8321
2482,,,00-0029120,39110,7407
2483,,MOR336351,00-0029888,40345,8456
2484,,,00-0030134,40594,8257
2485,,,00-0030137,40597,8304
2486,,,00-0030277,39927,8482
2487,,DIM093322,00-0029815,40269,8414
2488,,,00-0029812,40266,8208
2489,,LEG780748,00-0025829,33343,4860
2490,,,,,
2491,2541703,,00-0029927,40379,8180
2492,,WAL465651,00-0029847,40304,8435
2493,,AUB563610,00-0029853,40310,8428
2494,,MAR588329,00-0030219,40679,8309
2495,2541711,HAZ159741,00-0029945,40398,8522
2496,,,00-0029839,40296,8255
2497,2540259,GRA739815,00-0029878,40335,8286
2498,,LEW556939,00-0030268,40728,8452
2499,,,00-0030221,40681,8250
2500,2540037,WHI731103,00-0029731,39857,8547
2501,,,00-0029868,40325,8453
2502,2541944,SHE495616,00-0030147,40607,8254
2503,2541768,,00-0029910,40362,8392
2504,2541200,,00-0029901,40353,8334
2505,,,,,
2506,2539259,OMA675538,00-0029889,40346,8277
2507,2504171,ABR073003,00-0019546,25322,591
2508,2540164,JEF423538,00-0030294,40737,8361
2509,2541966,BRO486303,00-0030300,40743,8128
2510,,,00-0030295,40738,8124
2511,,,,40747,8247
2512,,,00-0030318,40761,8175
2513,2541958,ADD129366,00-0030312,40755,8117
2514,,,00-0030313,40756,8501
2515,,,00-0030321,40764,8406
2516,2539243,MCD722675,00-0030161,40621,8220
2517,,,00-0030157,40617,8373
2518,,,00-0030151,40611,8440
2519,4401,STU396828,00-0026343,33284,4517
2520,2540232,DOY403968,00-0030181,40641,8520
2521,496853,SEL776645,00-0027818,35667,5749
2522,2539205,WIL532584,00-0030542,40022,7855
2523,,HAM230188,00-0030194,40654,8408
2525,2541832,,00-0030196,40656,8396
2526,,LAW268562,00-0030198,40658,8293
2527,,,00-0030588,40957,8534
2531,2542123,,00-0030468,34017,8506
2535,,,00-0028830,38311,6998
2536,2539970,KOV243683,00-0029975,40428,8275
2537,,KNO331697,00-0030143,40603,8215
2538,2540003,SQU055371,00-0030148,40608,8042
2539,,TOB395515,00-0030149,40609,8211
2540,,,00-0030150,40610,8454
2541,2539958,JOH165562,00-0029778,40231,8418
2542,2541493,BAR806381,00-0029770,40223,8455
2543,2541535,WOR678863,00-0029792,40245,8141
2544,,SCH492299,00-0029786,40239,8496
2545,,,,40823,8048
2546,2541931,JAM126088,00-0030263,40723,8120
2547,2541741,REY431570,00-0029955,40408,8500
2548,2539230,,00-0029946,40399,8177
2549,,TIN173324,00-0029959,40412,8043
2550,,,,40402,8265
2551,2539992,,00-0030210,40670,8311
2552,,,00-0030164,40624,8108
2553,2541151,SUD207644,00-0029999,40452,8313
2554,,,00-0028293,37793,6516
2555,2540287,MIL070511,00-0030170,40630,8102
2556,2539327,FAU446292,00-0029883,40340,8478
2557,2539324,WAD094308,00-0029886,40343,8460
2558,2532861,,00-0029261,38592,7064
2559,2541898,,00-0030273,40733,8365
2560,,MUL787064,00-0030131,40548,8151
2561,2539283,STO477591,00-0030272,40732,8353
2562,,NIX644214,00-0029355,39258,7494
2563,2541905,,00-0030274,40734,8243
2564,,,,36853,8173
2565,,,00-0030293,40542,8097
2566,2539306,HOR723162,00-0030251,40711,8484
2567,,,00-0030260,40720,8377
2568,2539251,WHI367166,00-0030259,40719,8248
2569,,,00-0029168,39150,7435
2570,2539196,LES696435,00-0030254,40714,8045
2571,,,00-0029995,40448,8298
2572,,,00-0029990,40443,8410
2573,2539214,THO445809,00-0030000,40453,8126
2574,2539640,,00-0029984,40437,8242
2575,2539268,,00-0029965,40418,8310
2576,2541142,KLI510348,00-0029992,40445,8230
2577,,,00-0029904,40356,8559
2578,,,00-0030001,40454,8264
2580,,,00-0030371,40816,8363
2581,,,00-0030419,40845,8374
2582,2533004,BUR610522,00-0029631,38659,7129
2583,2541544,CUN106619,00-0029795,40249,8283
2584,,,00-0030054,40583,8193
2585,,,00-0030052,40581,8290
2586,2541539,BAT105064,00-0029794,40248,8077
2587,2541135,,00-0029764,40217,8458
2588,,,00-0030591,40959,8201
2589,2541792,ARM649391,00-0030050,40579,8271
2590,2540005,BRO558667,00-0030400,40835,8179
2591,,,00-0029871,40328,8056
2592,2542022,ROB601698,00-0030348,40791,8514
2593,,LEL310136,00-0030217,40677,8189
2594,2541834,,00-0030216,40676,8200
2595,,SWE661869,00-0030224,40684,8185
2596,2541160,FOS326910,00-0030215,40675,8204
2597,,RED324517,00-0030222,40682,8326
2598,2541199,WIL747168,00-0030089,40106,7940
2599,,,00-0030208,40668,8413
2600,,BAI026872,00-0030207,40667,8071
2601,2542009,,00-0030380,40825,8196
2602,,,00-0029840,40297,8162
2603,,,,40366,8399
2604,,GAR734578,00-0030033,40486,8515
2605,2539295,,00-0030233,40693,8380
2606,2541162,,00-0030228,40688,8110
2607,2539936,JOH186619,00-0030236,40696,8070
2608,,,00-0030239,40699,8433
2609,2541901,TUG633435,00-0030246,40706,8225
2610,2540150,FLO781132,00-0030574,39969,7804
2611,2539303,LIN516110,00-0029931,40383,8420
2612,,SMI664731,00-0029934,40386,8165
2613,2506154,CAR356737,00-0023008,30129,2526
2614,1037374,SHI229142,00-0027440,35953,5943
2615,,GLA723599,00-0030032,40485,8393
2616,2539198,MAG121782,00-0030200,40660,8064
2617,2540279,WIL456782,00-0029848,40305,8005
2618,2540179,,00-0030043,40496,8444
2619,2495345,,00-0028124,37261,6338
2620,,STA621292,00-0030245,40705,8485
2621,2506972,MAR566145,00-0024422,31023,3153
2622,,,00-0030320,40763,8302
2623,,BRE504987,00-0029967,40420,8493
2624,,,00-0029953,40406,8166
2625,,,00-0030021,40474,8284
2626,,,00-0029140,38689,7152
2627,,,00-0028974,38925,7315
2628,,,00-0029521,39403,7594
2629,,,00-0030560,40949,8203
2630,,,00-0030370,40815,8049
2631,2534870,TAN743421,00-0029623,39551,7610
2632,,JON733331,00-0029779,40232,8047
2633,,FRA068603,00-0029972,40425,8261
2634,,,00-0028679,38154,8616
2635,,,00-0030171,40631,8089
2636,,,00-0030238,40698,8252
2637,2541864,MAR661981,00-0030160,40620,8138
2638,,,00-0026579,34792,5243
2639,,ADO444955,00-0030583,40955,8323
2640,,NIX759522,00-0029867,40323,8157
2642,2505561,,00-0022054,28126,1406
2643,,,00-0030368,40813,8081
2644,,,00-0029754,40207,8527
2645,,,00-0028057,37194,6271
2646,,,00-0029767,40220,8270
2647,,,00-0029911,40363,8342
2648,,,00-0030467,40867,8198
2649,,,00-0029367,39271,7501
2650,2507638,,00-0026662,34881,5305
2651,2541141,CRO165702,00-0030317,40760,8525
2652,,,00-0023968,31467,3517
2653,,,00-0029974,40427,8065
2654,2495605,,00-0025552,32358,3781
2655,,,00-0030232,40692,8206
2656,,,00-0029856,40313,8315
2657,,,00-0009311,20865,217
2658,2532898,MAR373584,00-0029620,38672,7648
2659,2540013,,00-0029869,40326,8308
2660,,,00-0029781,40234,8209
2661,2507654,WIL185352,00-0026691,34910,5321
2662,2535137,,00-0029622,38758,7212
2663,,PRI303263,00-0029825,40279,8479
2664,,,00-0029843,40300,8427
2665,,,00-0027726,35565,5649
2666,2541635,ROL522710,00-0029876,40333,8105
2667,,,00-0028656,38130,6792
2668,,,00-0029987,40440,8470
2669,2506029,SMI164720,00-0022839,28992,1760
2670,,,00-0027066,34545,5017
2671,,,00-0029849,40306,8487
2672,2541556,MCM226186,00-0029822,40276,8437
2673,,,00-0025479,32285,3708
2674,,,,,
2675,,,00-0028370,37656,6425
2676,,,00-0029071,39018,7379
2677,,WAY228645,00-0030140,40600,8358
2678,,SCH273833,00-0030551,40946,8104
2679,,,00-0030299,40742,8060
2680,,DEM305982,00-0030309,40752,8273
2681,2530516,HUG592048,00-0028345,37847,6564
2682,,,00-0030237,40697,8347
2683,,,00-0029932,40384,8164
2684,,,00-0028239,37739,6470
2685,,,00-0029860,40317,8076
2687,,,00-0030336,40779,8125
2688,,,00-0030057,40586,8462
2689,,,00-0029924,40376,8172
2690,2540276,BAR378535,00-0029940,40392,8184
2691,,FRE172613,00-0030166,40626,8130
2692,2539207,,00-0029762,40215,8088
2693,2541778,GAS217909,00-0030039,40492,8390
2694,,,00-0028627,38101,6771
2695,,,00-0030234,40694,8352
2696,,,00-0030311,40754,8163
2697,,,00-0029128,39118,7415
2698,,,00-0030552,40947,8430
2699,,,00-0030343,40786,8369
2700,,,00-0029977,40430,8063
2701,,,00-0029866,40322,8183
2702,,,00-0030175,40635,8236
2703,,,00-0029909,40361,8545
2704,,,00-0029650,37498,6986
2705,,,00-0030298,40741,8046
2706,,,00-0030040,40493,8153
2707,,,,,9227
2708,2541716,,00-0029963,40416,8051
2709,,,00-0030142,40602,8256
2710,,,00-0029828,40282,8082
2711,,,00-0028913,38857,7281
2712,,,00-0030012,40465,8262
2713,,,,,
2714,2540209,WOO018213,00-0030248,40708,8343
2715,,,00-0028596,38076,6750
2716,,,00-0029776,40229,8112
2717,,,00-0029844,40301,8202
2718,,,00-0029761,40214,8144
2719,,,,40291,8593
2720,,,00-0029865,40287,8364
2721,2508068,,00-0030141,40601,8327
2722,,,00-0030013,40466,8443
2723,,,00-0030612,40991,8582
2724,,HUR492348,00-0030275,40735,8359
2725,,,00-0029915,40367,8376
2726,,,00-0028186,37323,6400
2727,,CLE003577,00-0029821,40275,8090
2728,,,00-0030030,40483,8339
2729,,,00-0028843,38521,9402
2730,,,,,
2731,2530700,INM264861,00-0028411,37891,6597
2732,,,00-0030227,40687,8349
2733,,,00-0029973,40426,8069
2734,,,00-0029099,39066,7389
2735,2541828,HAM500863,00-0030154,40614,8156
2736,2541187,,00-0030155,40615,8524
2737,,,00-0029511,39393,7586
2738,,,00-0029875,40332,8234
2739,2541940,,00-0030187,40647,8061
2740,,,00-0030622,38447,9347
2741,,,00-0030163,40623,8511
2742,,,00-0030169,40629,9361
2743,,,00-0029041,38988,8556
2744,,,00-0030594,40960,8509
2745,,,00-0029835,40292,8106
2746,,,00-0029502,39384,7579
2747,,,00-0029968,40421,8292
2748,71383,MAR731251,00-0027035,34510,4982
2749,,,00-0030017,40470,11481
2750,,,00-0029957,40410,8059
2751,,,00-0029998,40451,8560
2752,,,00-0029885,40342,8058
2753,,,00-0030005,40458,8053
2754,2535139,,00-0029318,38782,7232
2755,,,00-0030600,40966,8555
2756,,,00-0030007,40460,8115
2757,,,00-0029831,40288,8147
2758,,,,,
2759,,,00-0028933,38884,7293
2760,,,,,
2761,,,00-0030225,40685,8426
2762,2543431,VUJ444955,00-0030629,41063,8928
2763,,,00-0029925,40377,8329
2764,,,00-0029874,40331,8296
2765,,,00-0029933,40385,8314
2766,2541785,THI510348,00-0030035,40488,8288
2767,,,00-0030179,40639,8409
2768,2541695,,00-0030010,40463,8378
2769,,,00-0030510,40923,8154
2770,,,00-0030189,40649,8129
2771,,,00-0030180,40640,8411
2772,,,00-0030399,40834,8336
2773,,,00-0030028,40481,8161
2774,,,00-0030230,40690,8272
2775,,,00-0030240,40700,8449
2776,,,00-0030162,40622,8216
2777,2541754,TER431038,00-0029958,40411,8450
2778,,,00-0030324,40767,8465
2779,2553434,SMI202710,00-0031934,42380,9470
2780,,,00-0028911,38855,9392
2781,,,00-0029226,39199,7462
2782,,,00-0030226,40686,8589
2783,,,00-0030369,40814,8188
2784,2541512,LEO713846,00-0029755,40208,8083
2785,,,00-0027807,35651,5735
2786,,,00-0027270,35779,5831
2787,,,00-0030184,40644,8244
2789,,,00-0030258,40718,8355
2790,,,00-0030616,40997,8586
2791,,ROS266202,00-0029891,40348,8473
2792,,,00-0029979,40432,8169
2793,2543533,MUR681154,00-0030626,41011,9389
2794,,,,,
2795,2530600,,00-0028284,37784,6508
2796,,,00-0029739,39930,9373
2798,,,00-0029864,40286,8075
2799,,,00-0029820,40274,8504
2800,2507373,DOU798721,00-0025942,33467,4654
2801,,,00-0029861,40318,8494
2802,,,,,
2803,,,00-0029971,40424,9378
2804,2541696,DAN230284,00-0030023,40476,8468
2805,,,00-0029863,40285,8318
2806,,,00-0029943,40396,8395
2807,,,00-0035248,,
2808,,,00-0029912,40364,8338
2809,2541688,BUR347280,00-0029942,40394,8142
2810,,,00-0030410,40838,8118
2811,,,00-0030314,40757,8469
2812,2534846,THO820235,00-0029329,39232,7716
2813,2535966,BER717297,00-0029394,39298,7516
2814,,JEF171398,00-0030291,40167,8001
2815,,,00-0030257,40717,8276
2816,,,00-0029872,40329,8194
2817,,,,,
2818,,,00-0036221,52478,
2819,,,00-0029951,40404,8400
2820,,,00-0029952,40405,8328
2821,,,00-0028586,38066,6741
2822,,,,,
2823,2495302,,00-0028650,38124,6786
2824,2543539,OLA027685,00-0030621,37643,9032
2825,,,00-0030628,41041,9366
2826,,,00-0030235,40695,8429
2827,,,,40391,8351
2828,,,00-0029833,40290,8346
2829,2540247,,,40464,8268
2830,,,00-0029913,40365,8488
2831,,,00-0030377,40822,8331
2832,,,00-0029757,40210,8389
2833,,,00-0030201,40661,8415
2834,,,00-0030034,40487,8495
2835,2541634,,00-0029890,40347,8530
2836,,,00-0029829,40283,8397
2837,,,00-0028854,38794,7663
2838,,,00-0027836,35686,6919
2839,,,00-0029938,40390,8174
2840,,,00-0029976,40429,9401
2841,,,00-0030344,40787,8116
2842,,,,40807,9342
2843,,,00-0030632,41055,9379
2844,,,00-0029807,40261,8436
2845,,,00-0030631,33882,9346
2846,,,,,
2847,,,00-0030231,40691,8417
2848,,,,,
2849,,,00-0030359,40804,8405
2850,,,,40439,8592
2851,,,00-0030501,40920,8294
2852,,,00-0029756,40209,8532
2853,89758,MCD242013,00-0026964,34700,5173
2854,,MUA415291,00-0030634,37476,9098
2855,,,00-0029328,39231,7477
2856,,,00-0027070,34551,5023
2857,,,00-0027252,35760,5816
2858,,,00-0028308,37808,6526
2859,,,00-0026769,34993,5378
2860,2532783,ADA520151,00-0029202,38586,7643
2861,949,,00-0029880,40337,8451
2862,2541316,GRI293499,00-0029857,40314,7983
2863,,FIA415290,00-0027093,34579,5052
2864,,SMI082523,00-0028750,38219,6931
2865,2507266,ADA509576,00-0025668,32813,4192
2866,2506947,,00-0024382,30983,3113
2867,2506222,CRI120494,00-0023176,30314,2544
2868,,,00-0029898,40350,8062
2869,2535592,GUM431263,00-0029170,39152,7436
2870,2505281,MIK082019,00-0021512,28458,1662
2871,2506495,BOL343936,00-0023593,29987,2377
2872,,,00-0021488,28432,1659
2873,,,00-0026323,33264,4497
2874,2534571,RAI596457,00-0029384,39288,7511
2875,1706,FLU079102,00-0026227,33168,4401
2876,2505310,OSG474619,00-0021570,28518,1676
2877,2541756,TRA546413,00-0030020,40473,8471
2878,2507237,,00-0025592,32398,3821
2879,2504941,CUN046143,00-0020972,27760,1230
2880,2507278,BAT414006,00-0025701,32846,3885
2881,,,00-0026356,33297,4530
2882,,,00-0026912,34589,5062
2883,1037366,PAL529610,00-0027202,35705,5784
2884,2507359,MAC290385,00-0025902,33427,4624
2885,,,00-0029372,39276,7503
2886,2505666,CRO017900,00-0022167,28120,1399
2887,,,00-0019778,26471,997
2888,2506448,JAC705688,00-0023545,29937,2327
2889,2504980,,00-0021085,27205,1079
2890,,GAR371604,00-0021231,27240,1109
2891,2495724,ROS044493,00-0025542,32348,3771
2892,2506107,WIN521880,00-0022922,28958,1727
2893,,WIN622404,00-0024281,30880,3011
2894,,,00-0030637,41082,9201
2895,2531049,MAT534950,00-0028702,38169,6820
2896,,,00-0030636,36577,9388
2897,,,00-0030635,41013,9382
2898,2534799,LAW022612,00-0029390,39294,7727
2899,,,00-0027502,36023,5989
2900,,,,40441,8299
2901,,,,40446,8040
2902,4305,SCO719246,00-0026309,33250,4483
2903,1980,HIL734134,00-0026367,33308,4541
2904,2495560,BRA254359,00-0025637,32443,3866
2905,,,00-0030135,40595,8214
2906,497260,AJI563610,00-0027581,36110,6035
2907,2535722,HUG732560,00-0029008,38955,7336
2908,,,00-0030638,41195,9307
2909,,,00-0030264,40724,8350
2910,,,00-0030639,41197,9372
2911,,,00-0028678,38153,6810
2912,,,,,
2913,,,00-0029766,40219,8388
2914,2549883,BAL539082,00-0030640,38500,9391
2915,,VAL677964,00-0025619,32425,3848
2916,,GUR332232,00-0021385,27167,1044
2917,2505583,MAT211558,00-0022080,28075,1355
2918,,WAT054642,00-0018584,25155,575
2919,2505502,,00-0021990,28065,1345
2920,,,00-0030182,40642,9024
2921,,,,,
2922,,,00-0029752,40205,9390
2923,,,00-0030642,33801,9100
2924,,,00-0030643,41204,9365
2925,,,00-0030644,41205,9127
2926,,,00-0026371,33312,4545
2927,2505600,LLO154116,00-0022097,28161,1436
2928,496941,MCC342321,00-0027904,35447,5533
2929,,,00-0030646,41214,8907
2930,,,,,
2931,,,00-0026738,34960,5492
2932,,,00-0029804,40258,8475
2933,,,00-0029330,39233,7478
2934,,,,40334,8442
2935,,,00-0027220,35727,5799
2936,,,00-0030647,41083,9399
2937,,,00-0027751,35591,5675
2938,,,00-0024218,30817,2948
2939,2550130,,00-0030648,41222,9091
2940,2543456,,00-0031364,41227,8636
2941,2543458,ROB501818,00-0031386,41228,8637
2942,2543477,BOR650964,00-0031407,41229,8638
2943,2543457,,00-0031325,41230,8639
2944,2543463,MAC325122,00-0031040,41231,8640
2945,2543758,MAT565555,00-0031279,41232,8641
2946,2543468,EVA534309,00-0031408,41233,8642
2947,2543473,GIL088998,00-0031438,41234,8643
2948,2543459,,00-0031256,41235,8644
2949,2543466,,00-0031387,41236,8645
2950,2550132,,00-0031442,41237,8646
2951,2543496,,00-0031235,41238,8647
2952,2543485,,00-0031388,41239,8648
2953,2558866,,00-0031041,41240,8649
2954,2543486,SHA822597,00-0031365,41241,8650
2955,2543480,,00-0031402,41242,8651
2956,2543464,,00-0031296,41243,8652
2957,2543469,PRY432541,00-0031343,41244,8653
2958,2543755,,,41245,8654
2959,2543498,COO299382,00-0031236,41246,8655
2960,2543470,,00-0031333,41247,8656
2961,2543462,MAN794607,00-0031409,41248,8657
2962,2543494,,00-0031297,41249,8658
2963,2543474,DEN095585,00-0031380,41250,8659
2964,2543493,,00-0031334,41251,8660
2965,2543725,SMI000009,00-0031371,41252,8661
2966,2543769,BUC019775,00-0031366,41253,8662
2967,2543471,BEN150538,00-0031359,41254,8663
2968,2543487,EAS071808,00-0031425,41255,8664
2969,2543741,WAR218386,00-0031298,41256,8665
2970,2543505,,00-0031372,41257,8666
2971,2543465,,00-0031237,41258,8667
2972,2543666,,00-0031410,41262,8668
2973,2543490,LAW282118,00-0031411,41263,8669
2974,2543737,BIT316411,00-0031426,41264,8670
2975,2543499,,00-0031280,41265,8671
2976,2543478,HAG152196,00-0031281,41266,8672
2977,2543683,SEF177981,00-0031418,41267,8673
2978,2543475,,00-0031431,41268,8674
2979,2543699,VAN656604,00-0031360,41269,8675
2980,2543492,,00-0031389,41270,8676
2981,2543500,MAT569663,00-0031299,41271,8677
2982,2543705,RIC645295,00-0031238,41272,8678
2983,,KOU059326,00-0031335,41273,8679
2984,2543491,RIC593564,00-0031257,41274,8680
2985,2543483,TUI753113,00-0031412,41275,8681
